Std_Loc_Name,Transect_Num,Height,PG,shrub,Total_Grass,AG,exotic,PROSO,Live_Hits,Trials,Event_Year,Visit
Uplands_PARK_Rocky_003,5,Field,15,11,15,0,0,1,32,40,2016,T2
Uplands_PARK_Rocky_003,6,Field,7,1,7,0,0,0,22,40,2016,T2
Uplands_PARK_Rocky_003,1,Field,4,12,4,0,0,0,24,40,2021,T3
Uplands_PARK_Rocky_003,2,Field,5,5,5,0,0,0,13,40,2021,T3
Uplands_PARK_Rocky_003,3,Field,4,7,4,0,0,0,16,40,2021,T3
Uplands_PARK_Rocky_003,4,Field,2,3,2,0,0,0,18,40,2021,T3
Uplands_PARK_Rocky_003,5,Field,3,12,3,0,0,0,24,40,2021,T3
Uplands_PARK_Rocky_003,6,Field,1,4,1,0,0,0,14,40,2021,T3
Uplands_PARK_Rocky_005,1,Field,23,4,23,0,0,0,32,40,2011,T1
Uplands_PARK_Rocky_005,2,Field,20,2,25,0,0,0,35,40,2011,T1
Uplands_PARK_Rocky_005,3,Field,30,0,31,1,0,0,37,40,2011,T1
Uplands_PARK_Rocky_005,4,Field,18,10,18,0,0,0,30,40,2011,T1
Uplands_PARK_Rocky_005,5,Field,12,11,12,0,0,0,33,40,2011,T1
Uplands_PARK_Rocky_005,6,Field,23,0,23,0,0,1,33,40,2011,T1
Uplands_PARK_Rocky_005,1,Field,29,0,29,0,0,2,34,40,2016,T2
Uplands_PARK_Rocky_005,2,Field,26,4,26,0,0,0,32,40,2016,T2
Uplands_PARK_Rocky_005,3,Field,14,13,14,0,1,1,32,40,2016,T2
Uplands_PARK_Rocky_005,4,Field,19,2,19,0,0,0,28,40,2016,T2
Uplands_PARK_Rocky_005,5,Field,30,1,30,0,0,0,33,40,2016,T2
Uplands_PARK_Rocky_005,6,Field,27,4,27,0,0,0,32,40,2016,T2
Uplands_PARK_Rocky_005,1,Field,13,2,13,0,0,0,29,40,2021,T3
Uplands_PARK_Rocky_005,2,Field,12,6,12,0,0,0,33,40,2021,T3
Uplands_PARK_Rocky_005,3,Field,7,5,7,0,1,1,26,40,2021,T3
Uplands_PARK_Rocky_005,4,Field,11,5,11,0,0,0,32,40,2021,T3
Uplands_PARK_Rocky_005,5,Field,10,2,10,0,0,0,26,40,2021,T3
Uplands_PARK_Rocky_005,6,Field,15,7,15,0,0,0,32,40,2021,T3
Uplands_PARK_Rocky_010,1,Field,12,0,12,0,0,0,15,40,2011,T1
Uplands_PARK_Rocky_010,2,Field,5,4,5,0,0,0,13,40,2011,T1
Uplands_PARK_Rocky_010,3,Field,6,0,6,0,0,0,11,40,2011,T1
Uplands_PARK_Rocky_010,4,Field,7,2,10,3,0,0,18,40,2011,T1
Uplands_PARK_Rocky_010,5,Field,3,2,6,3,0,0,13,40,2011,T1
Uplands_PARK_Rocky_010,6,Field,7,0,7,0,0,0,8,40,2011,T1
Uplands_PARK_Rocky_010,1,Field,20,0,20,0,0,0,26,40,2016,T2
Uplands_PARK_Rocky_010,2,Field,20,3,20,0,0,0,26,40,2016,T2
Uplands_PARK_Rocky_010,3,Field,27,2,27,0,0,0,34,40,2016,T2
Uplands_PARK_Rocky_010,4,Field,27,0,27,0,0,0,33,40,2016,T2
Uplands_PARK_Rocky_010,5,Field,28,1,28,0,0,0,30,40,2016,T2
Uplands_PARK_Rocky_010,6,Field,21,0,21,0,0,0,22,40,2016,T2
Uplands_PARK_Rocky_010,1,Field,20,0,20,0,0,0,28,40,2021,T3
Uplands_PARK_Rocky_010,2,Field,13,0,13,0,0,0,13,40,2021,T3
Uplands_PARK_Rocky_010,3,Field,12,0,12,0,1,0,24,40,2021,T3
Uplands_PARK_Rocky_010,4,Field,10,0,10,0,0,0,19,40,2021,T3
Uplands_PARK_Rocky_010,5,Field,12,2,12,0,0,0,22,40,2021,T3
Uplands_PARK_Rocky_010,6,Field,9,0,10,1,0,0,16,40,2021,T3
Uplands_PARK_Rocky_011,1,Field,18,3,18,0,0,0,34,40,2016,T2
Uplands_PARK_Rocky_011,2,Field,18,4,18,0,0,0,31,40,2016,T2
Uplands_PARK_Rocky_011,3,Field,21,3,21,0,0,0,31,40,2016,T2
Uplands_PARK_Rocky_011,4,Field,24,3,24,0,0,0,31,40,2016,T2
Uplands_PARK_Rocky_011,5,Field,23,5,23,0,0,0,32,40,2016,T2
Uplands_PARK_Rocky_011,6,Field,8,8,8,0,0,0,24,40,2016,T2
Uplands_PARK_Rocky_011,1,Field,8,6,8,0,0,0,32,40,2021,T3
Uplands_PARK_Rocky_011,2,Field,11,8,11,0,0,0,27,40,2021,T3
Uplands_PARK_Rocky_011,3,Field,10,13,10,0,0,0,25,40,2021,T3
Uplands_PARK_Rocky_011,4,Field,9,8,9,0,0,0,25,40,2021,T3
Uplands_PARK_Rocky_011,5,Field,9,11,9,0,0,0,24,40,2021,T3
Uplands_PARK_Rocky_011,6,Field,8,8,8,0,0,0,24,40,2021,T3
Uplands_PARK_Rocky_011,,,,,,,,,,,2011,T1
