Std_Loc_Name,Transect_Num,Height,PG,shrub,Total_Grass,AG,exotic,PROSO,Live_Hits,Trials,Event_Year,Visit
Uplands_PARK_Bullwinkle_003,2,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_003,3,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_003,4,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_003,5,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_003,6,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_003,1,Subcanopy,0,0,0,0,0,4,4,40,2016,T2
Uplands_PARK_Bullwinkle_003,2,Subcanopy,0,0,0,0,0,0,0,40,2016,T2
Uplands_PARK_Bullwinkle_003,3,Subcanopy,0,0,0,0,0,0,1,40,2016,T2
Uplands_PARK_Bullwinkle_003,4,Subcanopy,0,0,0,0,0,0,0,40,2016,T2
Uplands_PARK_Bullwinkle_003,5,Subcanopy,1,0,1,0,0,0,3,40,2016,T2
Uplands_PARK_Bullwinkle_003,6,Subcanopy,1,0,1,0,0,0,5,40,2016,T2
Uplands_PARK_Bullwinkle_003,1,Subcanopy,0,0,0,0,0,5,6,40,2021,T3
Uplands_PARK_Bullwinkle_003,2,Subcanopy,0,0,0,0,0,0,2,40,2021,T3
Uplands_PARK_Bullwinkle_003,3,Subcanopy,0,0,0,0,0,0,4,40,2021,T3
Uplands_PARK_Bullwinkle_003,4,Subcanopy,0,0,0,0,0,0,3,40,2021,T3
Uplands_PARK_Bullwinkle_003,5,Subcanopy,0,0,0,0,0,0,0,40,2021,T3
Uplands_PARK_Bullwinkle_003,6,Subcanopy,0,0,0,0,0,0,2,40,2021,T3
Uplands_PARK_Bullwinkle_004,1,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_004,2,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_004,3,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_004,4,Subcanopy,0,1,0,0,0,0,1,40,2011,T1
Uplands_PARK_Bullwinkle_004,5,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_004,6,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_004,1,Subcanopy,3,0,3,0,0,0,10,40,2016,T2
Uplands_PARK_Bullwinkle_004,2,Subcanopy,5,2,5,0,0,0,9,40,2016,T2
Uplands_PARK_Bullwinkle_004,3,Subcanopy,3,1,3,0,0,0,7,40,2016,T2
Uplands_PARK_Bullwinkle_004,4,Subcanopy,3,3,3,0,0,0,8,40,2016,T2
Uplands_PARK_Bullwinkle_004,5,Subcanopy,10,2,10,0,0,0,13,40,2016,T2
Uplands_PARK_Bullwinkle_004,6,Subcanopy,4,0,4,0,0,0,5,40,2016,T2
Uplands_PARK_Bullwinkle_004,1,Subcanopy,1,0,1,0,0,0,6,40,2021,T3
Uplands_PARK_Bullwinkle_004,2,Subcanopy,0,0,0,0,0,0,2,40,2021,T3
Uplands_PARK_Bullwinkle_004,3,Subcanopy,0,2,0,0,0,0,3,40,2021,T3
Uplands_PARK_Bullwinkle_004,4,Subcanopy,3,1,3,0,0,0,7,40,2021,T3
Uplands_PARK_Bullwinkle_004,5,Subcanopy,3,1,3,0,0,0,5,40,2021,T3
Uplands_PARK_Bullwinkle_004,6,Subcanopy,0,0,0,0,0,0,3,40,2021,T3
Uplands_PARK_Bullwinkle_005,1,Subcanopy,0,11,0,0,0,0,11,40,2011,T1
Uplands_PARK_Bullwinkle_005,2,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_005,3,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_005,4,Subcanopy,0,0,0,0,0,0,4,40,2011,T1
Uplands_PARK_Bullwinkle_005,5,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_005,6,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Bullwinkle_005,1,Subcanopy,10,0,10,0,0,0,10,40,2016,T2
Uplands_PARK_Bullwinkle_005,2,Subcanopy,11,0,11,0,0,0,11,40,2016,T2
Uplands_PARK_Bullwinkle_005,3,Subcanopy,14,0,14,0,0,0,14,40,2016,T2
Uplands_PARK_Bullwinkle_005,4,Subcanopy,5,0,5,0,0,0,5,40,2016,T2
Uplands_PARK_Bullwinkle_005,5,Subcanopy,13,2,13,0,0,0,15,40,2016,T2
Uplands_PARK_Bullwinkle_005,6,Subcanopy,7,3,7,0,0,0,17,40,2016,T2
Uplands_PARK_Bullwinkle_005,1,Subcanopy,6,0,6,0,0,0,7,40,2021,T3
Uplands_PARK_Bullwinkle_005,2,Subcanopy,0,0,0,0,0,0,0,40,2021,T3
Uplands_PARK_Bullwinkle_005,3,Subcanopy,3,0,3,0,0,0,3,40,2021,T3
Uplands_PARK_Bullwinkle_005,4,Subcanopy,6,0,6,0,0,0,6,40,2021,T3
Uplands_PARK_Bullwinkle_005,5,Subcanopy,5,2,5,0,0,0,7,40,2021,T3
Uplands_PARK_Bullwinkle_005,6,Subcanopy,6,7,6,0,0,0,17,40,2021,T3
Uplands_PARK_Rocky_002,1,Subcanopy,0,3,0,0,0,0,3,40,2011,T1
Uplands_PARK_Rocky_002,2,Subcanopy,0,4,0,0,0,0,4,40,2011,T1
Uplands_PARK_Rocky_002,3,Subcanopy,0,13,0,0,0,0,13,40,2011,T1
Uplands_PARK_Rocky_002,4,Subcanopy,0,11,0,0,0,1,12,40,2011,T1
Uplands_PARK_Rocky_002,5,Subcanopy,0,11,0,0,0,0,19,40,2011,T1
Uplands_PARK_Rocky_002,6,Subcanopy,0,9,0,0,0,0,9,40,2011,T1
Uplands_PARK_Rocky_002,1,Subcanopy,2,6,2,0,0,0,8,40,2016,T2
Uplands_PARK_Rocky_002,2,Subcanopy,0,8,0,0,0,0,8,40,2016,T2
Uplands_PARK_Rocky_002,3,Subcanopy,0,17,0,0,0,0,17,40,2016,T2
Uplands_PARK_Rocky_002,4,Subcanopy,1,5,1,0,0,4,18,40,2016,T2
Uplands_PARK_Rocky_002,5,Subcanopy,0,14,0,0,0,0,14,40,2016,T2
Uplands_PARK_Rocky_002,6,Subcanopy,0,11,0,0,0,0,13,40,2016,T2
Uplands_PARK_Rocky_002,1,Subcanopy,0,4,0,0,0,0,5,40,2021,T3
Uplands_PARK_Rocky_002,2,Subcanopy,1,4,1,0,0,0,5,40,2021,T3
Uplands_PARK_Rocky_002,3,Subcanopy,1,16,1,0,0,0,17,40,2021,T3
Uplands_PARK_Rocky_002,4,Subcanopy,0,5,0,0,0,1,12,40,2021,T3
Uplands_PARK_Rocky_002,5,Subcanopy,1,17,1,0,0,0,20,40,2021,T3
Uplands_PARK_Rocky_002,6,Subcanopy,0,9,0,0,0,0,11,40,2021,T3
Uplands_PARK_Rocky_003,1,Subcanopy,0,6,0,0,0,0,6,40,2011,T1
Uplands_PARK_Rocky_003,2,Subcanopy,0,5,0,0,0,0,5,40,2011,T1
Uplands_PARK_Rocky_003,3,Subcanopy,0,4,0,0,0,0,4,40,2011,T1
Uplands_PARK_Rocky_003,4,Subcanopy,0,3,0,0,0,0,3,40,2011,T1
Uplands_PARK_Rocky_003,5,Subcanopy,0,3,0,0,0,0,3,40,2011,T1
Uplands_PARK_Rocky_003,6,Subcanopy,0,17,0,0,0,0,17,40,2011,T1
Uplands_PARK_Rocky_003,1,Subcanopy,0,4,0,0,0,0,5,40,2016,T2
Uplands_PARK_Rocky_003,2,Subcanopy,1,0,1,0,0,0,11,40,2016,T2
Uplands_PARK_Rocky_003,3,Subcanopy,0,6,0,0,0,0,8,40,2016,T2
Uplands_PARK_Rocky_003,4,Subcanopy,1,4,1,0,0,0,8,40,2016,T2
Uplands_PARK_Rocky_003,5,Subcanopy,0,4,0,0,0,0,8,40,2016,T2
Uplands_PARK_Rocky_003,6,Subcanopy,1,1,1,0,0,0,13,40,2016,T2
Uplands_PARK_Rocky_003,1,Subcanopy,0,3,0,0,0,0,7,40,2021,T3
Uplands_PARK_Rocky_003,2,Subcanopy,0,3,0,0,0,0,10,40,2021,T3
Uplands_PARK_Rocky_003,3,Subcanopy,0,6,0,0,0,0,7,40,2021,T3
Uplands_PARK_Rocky_003,4,Subcanopy,0,3,0,0,0,0,6,40,2021,T3
Uplands_PARK_Rocky_003,5,Subcanopy,0,5,0,0,0,0,6,40,2021,T3
Uplands_PARK_Rocky_003,6,Subcanopy,0,1,0,0,0,0,18,40,2021,T3
Uplands_PARK_Rocky_005,1,Subcanopy,0,4,0,0,0,0,4,40,2011,T1
Uplands_PARK_Rocky_005,2,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Rocky_005,3,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Rocky_005,4,Subcanopy,0,4,0,0,0,0,4,40,2011,T1
Uplands_PARK_Rocky_005,5,Subcanopy,0,6,0,0,0,0,6,40,2011,T1
Uplands_PARK_Rocky_005,6,Subcanopy,0,0,0,0,0,3,3,40,2011,T1
Uplands_PARK_Rocky_005,1,Subcanopy,2,0,2,0,0,6,8,40,2016,T2
Uplands_PARK_Rocky_005,2,Subcanopy,0,5,0,0,0,0,6,40,2016,T2
Uplands_PARK_Rocky_005,3,Subcanopy,1,4,1,0,0,4,10,40,2016,T2
Uplands_PARK_Rocky_005,4,Subcanopy,0,0,0,0,0,0,1,40,2016,T2
Uplands_PARK_Rocky_005,5,Subcanopy,1,2,1,0,0,0,3,40,2016,T2
Uplands_PARK_Rocky_005,6,Subcanopy,1,4,1,0,0,0,5,40,2016,T2
Uplands_PARK_Rocky_005,1,Subcanopy,0,0,0,0,0,5,5,40,2021,T3
Uplands_PARK_Rocky_005,2,Subcanopy,0,2,0,0,0,0,2,40,2021,T3
Uplands_PARK_Rocky_005,3,Subcanopy,1,3,1,0,0,3,7,40,2021,T3
Uplands_PARK_Rocky_005,4,Subcanopy,1,1,1,0,0,0,2,40,2021,T3
Uplands_PARK_Rocky_005,5,Subcanopy,0,2,0,0,0,0,3,40,2021,T3
Uplands_PARK_Rocky_005,6,Subcanopy,0,7,0,0,0,0,10,40,2021,T3
Uplands_PARK_Rocky_010,1,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Rocky_010,2,Subcanopy,0,2,0,0,0,0,2,40,2011,T1
Uplands_PARK_Rocky_010,3,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Rocky_010,4,Subcanopy,0,1,0,0,0,0,1,40,2011,T1
Uplands_PARK_Rocky_010,5,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Rocky_010,6,Subcanopy,0,0,0,0,0,0,0,40,2011,T1
Uplands_PARK_Rocky_010,1,Subcanopy,2,0,2,0,0,0,4,40,2016,T2
Uplands_PARK_Rocky_010,2,Subcanopy,0,7,0,0,0,0,7,40,2016,T2
Uplands_PARK_Rocky_010,3,Subcanopy,0,5,0,0,0,1,6,40,2016,T2
Uplands_PARK_Rocky_010,4,Subcanopy,3,0,3,0,0,0,3,40,2016,T2
Uplands_PARK_Rocky_010,5,Subcanopy,6,0,6,0,0,0,6,40,2016,T2
Uplands_PARK_Rocky_010,6,Subcanopy,0,0,0,0,0,0,0,40,2016,T2
Uplands_PARK_Rocky_010,1,Subcanopy,2,0,2,0,0,0,4,40,2021,T3
Uplands_PARK_Rocky_010,2,Subcanopy,0,5,0,0,0,0,5,40,2021,T3
Uplands_PARK_Rocky_010,3,Subcanopy,0,2,0,0,0,0,5,40,2021,T3
Uplands_PARK_Rocky_010,4,Subcanopy,1,0,1,0,0,0,1,40,2021,T3
Uplands_PARK_Rocky_010,5,Subcanopy,0,4,0,0,0,0,5,40,2021,T3
Uplands_PARK_Rocky_010,6,Subcanopy,0,0,0,0,0,0,0,40,2021,T3
Uplands_PARK_Rocky_011,1,Subcanopy,4,10,4,0,0,0,15,40,2016,T2
Uplands_PARK_Rocky_011,2,Subcanopy,3,2,3,0,0,0,5,40,2016,T2
Uplands_PARK_Rocky_011,3,Subcanopy,4,12,4,0,0,0,16,40,2016,T2
Uplands_PARK_Rocky_011,4,Subcanopy,0,8,0,0,0,0,10,40,2016,T2
Uplands_PARK_Rocky_011,5,Subcanopy,6,15,6,0,0,0,21,40,2016,T2
Uplands_PARK_Rocky_011,6,Subcanopy,1,12,1,0,0,0,15,40,2016,T2
Uplands_PARK_Rocky_011,1,Subcanopy,0,10,0,0,0,0,15,40,2021,T3
Uplands_PARK_Rocky_011,2,Subcanopy,1,7,1,0,0,0,11,40,2021,T3
Uplands_PARK_Rocky_011,3,Subcanopy,0,11,0,0,0,0,11,40,2021,T3
Uplands_PARK_Rocky_011,4,Subcanopy,0,8,0,0,0,0,10,40,2021,T3
Uplands_PARK_Rocky_011,5,Subcanopy,0,10,0,0,0,0,12,40,2021,T3
Uplands_PARK_Rocky_011,6,Subcanopy,0,10,0,0,0,0,12,40,2021,T3
Uplands_PARK_Rocky_011,,,,,,,,,,,2011,T1
